Orthogroup	LORF_EL90.pep	SPU_peptide
OG0004682	TRINITY_DN10486_c0_g1_i7.p1	SPU_006419
OG0004683	TRINITY_DN10420_c0_g1_i5.p1	SPU_000540
OG0004684	TRINITY_DN10462_c0_g1_i4.p1	SPU_014477
OG0004685	TRINITY_DN10418_c2_g1_i2.p1	SPU_005216
OG0004686	TRINITY_DN10418_c0_g1_i2.p1	SPU_008411
OG0004687	TRINITY_DN10409_c0_g1_i4.p1	SPU_024891
OG0004688	TRINITY_DN10441_c0_g1_i6.p1	SPU_013931
OG0004689	TRINITY_DN10411_c0_g1_i2.p1	SPU_004612
OG0004690	TRINITY_DN10459_c0_g1_i7.p1	SPU_026862
OG0004691	TRINITY_DN10416_c0_g1_i10.p1	SPU_019357
OG0004692	TRINITY_DN10476_c0_g1_i2.p1	SPU_009798
OG0004693	TRINITY_DN10405_c0_g1_i11.p1	SPU_000948
OG0004694	TRINITY_DN10483_c0_g1_i4.p1	SPU_000256
OG0004695	TRINITY_DN10401_c0_g1_i4.p1	SPU_003541
OG0004696	TRINITY_DN10433_c0_g1_i2.p1	SPU_023197
OG0004697	TRINITY_DN10460_c0_g1_i4.p1	SPU_002535
OG0004698	TRINITY_DN10452_c1_g1_i6.p1	SPU_009726
OG0004699	TRINITY_DN10437_c0_g1_i3.p1	SPU_001925
OG0004700	TRINITY_DN10465_c0_g2_i1.p1	SPU_011395
OG0004701	TRINITY_DN10422_c0_g1_i7.p1	SPU_000490
OG0004702	TRINITY_DN10463_c0_g1_i3.p1	SPU_022196
OG0004703	TRINITY_DN10461_c0_g1_i1.p1	SPU_000630
OG0004704	TRINITY_DN10447_c0_g1_i6.p1	SPU_019068
OG0004705	TRINITY_DN10402_c0_g1_i5.p1	SPU_015628
OG0004706	TRINITY_DN10445_c0_g2_i2.p1	SPU_004388
OG0004707	TRINITY_DN10445_c0_g2_i2.p2	SPU_013147
OG0004708	TRINITY_DN10417_c0_g1_i7.p1	SPU_017430
OG0004709	TRINITY_DN10428_c0_g1_i1.p1	SPU_004002
OG0004710	TRINITY_DN10593_c0_g1_i4.p1	SPU_022020
OG0004711	TRINITY_DN10531_c1_g1_i5.p1	SPU_013858
OG0004712	TRINITY_DN10546_c0_g1_i1.p1	SPU_027826
OG0004713	TRINITY_DN10514_c0_g1_i3.p1	SPU_009429
OG0004714	TRINITY_DN10588_c0_g1_i5.p1	SPU_010294
OG0004715	TRINITY_DN10561_c0_g1_i4.p1	SPU_025255
OG0004716	TRINITY_DN10503_c0_g1_i6.p1	SPU_016893
OG0004717	TRINITY_DN10564_c0_g1_i4.p1	SPU_005288
OG0004718	TRINITY_DN10538_c0_g1_i4.p1	SPU_006931
OG0004719	TRINITY_DN10533_c0_g1_i3.p1	SPU_006838
OG0004720	TRINITY_DN10595_c0_g1_i1.p1	SPU_001540
OG0004721	TRINITY_DN10578_c0_g1_i4.p1	SPU_015927
OG0004722	TRINITY_DN10559_c1_g1_i2.p1	SPU_020429
OG0004723	TRINITY_DN10544_c0_g1_i2.p1	SPU_014101
OG0004724	TRINITY_DN10509_c0_g1_i1.p1	SPU_010375
OG0004725	TRINITY_DN10554_c0_g1_i7.p1	SPU_006325
OG0004726	TRINITY_DN10577_c0_g1_i2.p1	SPU_020578
OG0004727	TRINITY_DN10540_c0_g1_i3.p1	SPU_011200
OG0004728	TRINITY_DN10524_c0_g1_i4.p1	SPU_017466
OG0004729	TRINITY_DN10539_c0_g1_i7.p1	SPU_008553
OG0004730	TRINITY_DN10501_c0_g1_i1.p1	SPU_006607
OG0004731	TRINITY_DN10518_c0_g1_i6.p1	SPU_009268
OG0004732	TRINITY_DN10511_c0_g2_i4.p1	SPU_016962
OG0004733	TRINITY_DN10572_c0_g1_i5.p1	SPU_000599
OG0004734	TRINITY_DN10500_c0_g1_i1.p1	SPU_003077
OG0004735	TRINITY_DN10515_c0_g1_i5.p1	SPU_000084
OG0004736	TRINITY_DN10513_c0_g1_i1.p1	SPU_005428
OG0004737	TRINITY_DN10534_c0_g1_i4.p1	SPU_003609
OG0004738	TRINITY_DN10576_c0_g1_i3.p1	SPU_007173
OG0004739	TRINITY_DN10614_c0_g1_i3.p1	SPU_021605
OG0004740	TRINITY_DN10696_c0_g1_i1.p1	SPU_006626
OG0004741	TRINITY_DN10612_c0_g1_i5.p1	SPU_025362
OG0004742	TRINITY_DN10669_c0_g1_i8.p1	SPU_023259
OG0004743	TRINITY_DN10630_c0_g1_i1.p1	SPU_004840
OG0004744	TRINITY_DN10618_c0_g1_i1.p1	SPU_020991
OG0004745	TRINITY_DN10608_c0_g1_i3.p1	SPU_015721
OG0004746	TRINITY_DN10697_c0_g1_i2.p1	SPU_012261
OG0004747	TRINITY_DN10650_c0_g1_i2.p1	SPU_017897
OG0004748	TRINITY_DN10656_c0_g1_i2.p1	SPU_006988
OG0004749	TRINITY_DN10658_c0_g1_i4.p1	SPU_019332
OG0004750	TRINITY_DN10667_c0_g1_i2.p1	SPU_022259
OG0004751	TRINITY_DN10647_c0_g1_i1.p1	SPU_027920
OG0004752	TRINITY_DN10641_c0_g1_i15.p1	SPU_000040
OG0004753	TRINITY_DN10699_c0_g1_i7.p1	SPU_015644
OG0004754	TRINITY_DN10635_c1_g1_i6.p1	SPU_023532
OG0004755	TRINITY_DN10606_c0_g1_i1.p1	SPU_002189
OG0004756	TRINITY_DN10602_c0_g1_i1.p1	SPU_009460
OG0004757	TRINITY_DN10675_c0_g1_i18.p1	SPU_021179
OG0004758	TRINITY_DN10689_c0_g1_i4.p1	SPU_003065
OG0004759	TRINITY_DN10649_c0_g1_i1.p1	SPU_027637
OG0004760	TRINITY_DN10636_c0_g1_i4.p1	SPU_011442
OG0004761	TRINITY_DN10693_c0_g1_i4.p1	SPU_013381
OG0004762	TRINITY_DN10671_c0_g1_i5.p1	SPU_005836
OG0004763	TRINITY_DN10666_c0_g1_i1.p1	SPU_010076
OG0004764	TRINITY_DN10688_c0_g1_i4.p1	SPU_026637
OG0004765	TRINITY_DN10648_c0_g1_i1.p1	SPU_027323
OG0004766	TRINITY_DN10695_c0_g1_i4.p1	SPU_004282
OG0004767	TRINITY_DN10737_c0_g1_i9.p1	SPU_014776
OG0004768	TRINITY_DN10785_c1_g1_i1.p1	SPU_003759
OG0004769	TRINITY_DN10785_c0_g1_i6.p1	SPU_003308
OG0004770	TRINITY_DN10735_c0_g1_i8.p1	SPU_003074
OG0004771	TRINITY_DN10712_c2_g1_i6.p1	SPU_010797
OG0004772	TRINITY_DN10774_c0_g1_i5.p1	SPU_010324
OG0004773	TRINITY_DN10766_c0_g1_i6.p1	SPU_000026
OG0004774	TRINITY_DN10776_c0_g1_i1.p1	SPU_000262
OG0004775	TRINITY_DN10722_c0_g1_i4.p1	SPU_001442
OG0004776	TRINITY_DN10796_c0_g1_i3.p1	SPU_011779
OG0004777	TRINITY_DN10750_c0_g1_i2.p1	SPU_014232
OG0004778	TRINITY_DN10723_c0_g1_i1.p1	SPU_017746
OG0004779	TRINITY_DN10770_c1_g1_i5.p1	SPU_020773
OG0004780	TRINITY_DN10758_c0_g1_i5.p1	SPU_011729
OG0004781	TRINITY_DN10756_c0_g1_i1.p1	SPU_027498
OG0004782	TRINITY_DN10795_c0_g1_i11.p1	SPU_019842
OG0004783	TRINITY_DN10767_c0_g1_i4.p1	SPU_008865
OG0004784	TRINITY_DN10742_c0_g1_i4.p1	SPU_009351
OG0004785	TRINITY_DN10761_c0_g1_i4.p1	SPU_016757
OG0004786	TRINITY_DN10745_c0_g1_i6.p1	SPU_025910
OG0004787	TRINITY_DN10701_c0_g1_i2.p1	SPU_009703
OG0004788	TRINITY_DN10777_c0_g1_i2.p1	SPU_011786
OG0004789	TRINITY_DN10778_c0_g1_i1.p1	SPU_023701
OG0004790	TRINITY_DN10747_c0_g1_i5.p1	SPU_004320
OG0004791	TRINITY_DN10760_c0_g1_i2.p1	SPU_009399
OG0004792	TRINITY_DN10786_c0_g1_i1.p1	SPU_017597
OG0004793	TRINITY_DN10755_c0_g1_i2.p1	SPU_013913
OG0004794	TRINITY_DN10794_c1_g1_i4.p1	SPU_019473
OG0004795	TRINITY_DN10753_c0_g1_i3.p1	SPU_017427
OG0004796	TRINITY_DN10772_c0_g1_i2.p1	SPU_027420
OG0004797	TRINITY_DN10709_c0_g1_i1.p1	SPU_001582
OG0004798	TRINITY_DN10751_c0_g1_i4.p1	SPU_002483
OG0004799	TRINITY_DN10720_c0_g1_i2.p1	SPU_003869
OG0004800	TRINITY_DN10718_c0_g1_i2.p1	SPU_000282
OG0004801	TRINITY_DN10744_c0_g1_i2.p1	SPU_015810
OG0004802	TRINITY_DN10710_c0_g1_i6.p1	SPU_025082
OG0004803	TRINITY_DN11100_c0_g1_i5.p1	SPU_026716
OG0004804	TRINITY_DN11168_c0_g1_i1.p1	SPU_022082
OG0004805	TRINITY_DN11166_c0_g1_i4.p1	SPU_002293
OG0004806	TRINITY_DN11187_c1_g1_i5.p1	SPU_008072
OG0004807	TRINITY_DN11142_c0_g1_i5.p1	SPU_025927
OG0004808	TRINITY_DN11182_c1_g1_i3.p1	SPU_008876
OG0004809	TRINITY_DN11113_c0_g1_i1.p1	SPU_019223
OG0004810	TRINITY_DN11125_c1_g2_i1.p1	SPU_026583
OG0004811	TRINITY_DN11140_c0_g1_i5.p1	SPU_021948
OG0004812	TRINITY_DN11186_c0_g1_i1.p1	SPU_018649
OG0004813	TRINITY_DN11105_c0_g1_i3.p1	SPU_006793
OG0004814	TRINITY_DN11199_c0_g1_i7.p1	SPU_025249
OG0004815	TRINITY_DN11139_c0_g1_i1.p1	SPU_022194
OG0004816	TRINITY_DN11156_c2_g1_i1.p1	SPU_023475
OG0004817	TRINITY_DN11153_c1_g1_i1.p1	SPU_010805
OG0004818	TRINITY_DN11191_c0_g1_i6.p1	SPU_010618
OG0004819	TRINITY_DN11121_c0_g1_i1.p1	SPU_007524
OG0004820	TRINITY_DN11114_c0_g1_i1.p1	SPU_013511
OG0004821	TRINITY_DN11195_c0_g1_i5.p1	SPU_020980
OG0004822	TRINITY_DN11238_c2_g1_i1.p1	SPU_016108
OG0004823	TRINITY_DN11238_c0_g1_i3.p1	SPU_002859
OG0004824	TRINITY_DN11204_c0_g1_i1.p1	SPU_002236
OG0004825	TRINITY_DN11286_c0_g1_i5.p1	SPU_008574
OG0004826	TRINITY_DN11247_c0_g1_i1.p1	SPU_015836
OG0004827	TRINITY_DN11270_c0_g1_i3.p1	SPU_019559
OG0004828	TRINITY_DN11220_c0_g1_i4.p1	SPU_009627
OG0004829	TRINITY_DN11290_c0_g1_i3.p1	SPU_023562
OG0004830	TRINITY_DN11219_c0_g1_i3.p1	SPU_005312
OG0004831	TRINITY_DN11244_c1_g1_i7.p1	SPU_026510
OG0004832	TRINITY_DN11248_c0_g1_i2.p1	SPU_011282
OG0004833	TRINITY_DN11259_c0_g1_i2.p1	SPU_010755
OG0004834	TRINITY_DN11206_c0_g1_i4.p1	SPU_027492
OG0004835	TRINITY_DN11208_c0_g1_i9.p1	SPU_007461
OG0004836	TRINITY_DN11229_c1_g1_i1.p1	SPU_027427
OG0004837	TRINITY_DN11234_c1_g1_i1.p1	SPU_020280
OG0004838	TRINITY_DN11234_c0_g1_i4.p1	SPU_000969
OG0004839	TRINITY_DN11278_c1_g1_i5.p1	SPU_004814
OG0004840	TRINITY_DN11240_c2_g1_i1.p1	SPU_019650
OG0004841	TRINITY_DN11258_c0_g1_i22.p1	SPU_007569
OG0004842	TRINITY_DN11200_c0_g1_i4.p1	SPU_004521
OG0004843	TRINITY_DN11207_c0_g1_i5.p1	SPU_021333
OG0004844	TRINITY_DN11268_c0_g1_i1.p1	SPU_000497
OG0004845	TRINITY_DN11203_c0_g1_i2.p1	SPU_012506
OG0004846	TRINITY_DN11265_c0_g1_i1.p1	SPU_005340
OG0004847	TRINITY_DN11294_c0_g1_i2.p1	SPU_003831
OG0004848	TRINITY_DN11228_c0_g1_i1.p1	SPU_007727
OG0004849	TRINITY_DN11242_c0_g1_i2.p1	SPU_010399
OG0004850	TRINITY_DN11304_c0_g1_i4.p1	SPU_022206
OG0004851	TRINITY_DN11327_c1_g1_i1.p1	SPU_017845
OG0004852	TRINITY_DN11334_c2_g1_i2.p1	SPU_006404
OG0004853	TRINITY_DN11370_c0_g1_i8.p1	SPU_020239
OG0004854	TRINITY_DN11393_c0_g1_i6.p1	SPU_024919
OG0004855	TRINITY_DN11393_c0_g1_i6.p2	SPU_002592
OG0004856	TRINITY_DN11379_c0_g1_i8.p1	SPU_013127
OG0004857	TRINITY_DN11347_c0_g1_i6.p1	SPU_007847
OG0004858	TRINITY_DN11341_c0_g1_i1.p1	SPU_018304
OG0004859	TRINITY_DN11386_c0_g1_i4.p1	SPU_003757
OG0004860	TRINITY_DN11357_c0_g1_i5.p1	SPU_023906
OG0004861	TRINITY_DN11307_c0_g2_i3.p1	SPU_017470
OG0004862	TRINITY_DN11336_c0_g1_i2.p1	SPU_024646
OG0004863	TRINITY_DN11310_c0_g1_i1.p1	SPU_013763
OG0004864	TRINITY_DN11317_c0_g1_i5.p1	SPU_017044
OG0004865	TRINITY_DN11316_c0_g1_i4.p1	SPU_019651
OG0004866	TRINITY_DN11316_c0_g1_i4.p2	SPU_004003
OG0004867	TRINITY_DN11390_c0_g1_i4.p1	SPU_008918
OG0004868	TRINITY_DN11394_c1_g1_i5.p1	SPU_015922
OG0004869	TRINITY_DN11342_c0_g1_i1.p1	SPU_004049
OG0004870	TRINITY_DN11346_c0_g1_i4.p1	SPU_020923
OG0004871	TRINITY_DN11320_c0_g1_i4.p1	SPU_009229
OG0004872	TRINITY_DN11313_c0_g1_i8.p1	SPU_022589
OG0004873	TRINITY_DN11462_c0_g1_i4.p1	SPU_023274
OG0004874	TRINITY_DN11490_c0_g1_i1.p1	SPU_012471
OG0004875	TRINITY_DN11427_c0_g1_i5.p1	SPU_015429
OG0004876	TRINITY_DN11407_c0_g1_i1.p1	SPU_020031
OG0004877	TRINITY_DN11417_c0_g1_i5.p1	SPU_024416
OG0004878	TRINITY_DN11432_c0_g1_i2.p1	SPU_003856
OG0004879	TRINITY_DN11444_c0_g1_i6.p1	SPU_022135
OG0004880	TRINITY_DN11484_c0_g1_i1.p1	SPU_002476
OG0004881	TRINITY_DN11423_c0_g1_i1.p1	SPU_013274
OG0004882	TRINITY_DN11463_c0_g1_i2.p1	SPU_003263
OG0004883	TRINITY_DN11402_c0_g1_i1.p1	SPU_007247
OG0004884	TRINITY_DN11468_c0_g1_i4.p1	SPU_022242
OG0004885	TRINITY_DN11424_c0_g2_i1.p1	SPU_018977
OG0004886	TRINITY_DN11496_c1_g1_i5.p1	SPU_011756
OG0004887	TRINITY_DN11464_c0_g1_i2.p1	SPU_024764
OG0004888	TRINITY_DN11440_c0_g1_i5.p1	SPU_013527
OG0004889	TRINITY_DN11419_c0_g1_i3.p1	SPU_010115
OG0004890	TRINITY_DN11480_c0_g2_i2.p1	SPU_000014
OG0004891	TRINITY_DN11487_c0_g1_i5.p1	SPU_008350
OG0004892	TRINITY_DN11477_c1_g1_i2.p1	SPU_025678
OG0004893	TRINITY_DN11438_c0_g1_i6.p1	SPU_004322
OG0004894	TRINITY_DN11475_c0_g1_i5.p1	SPU_022756
OG0004895	TRINITY_DN11461_c0_g1_i5.p1	SPU_011954
OG0004896	TRINITY_DN11459_c0_g1_i7.p1	SPU_008803
OG0004897	TRINITY_DN11478_c0_g1_i2.p1	SPU_015188
OG0004898	TRINITY_DN11421_c0_g1_i4.p1	SPU_018260
OG0004899	TRINITY_DN11425_c0_g1_i1.p1	SPU_019277
OG0004900	TRINITY_DN11447_c0_g1_i9.p1	SPU_003262
OG0004901	TRINITY_DN11796_c1_g1_i8.p1	SPU_009469
OG0004902	TRINITY_DN11796_c0_g1_i3.p1	SPU_020402
OG0004903	TRINITY_DN11708_c0_g1_i2.p1	SPU_007023
OG0004904	TRINITY_DN11774_c0_g1_i4.p1	SPU_025744
OG0004905	TRINITY_DN11710_c0_g1_i1.p1	SPU_004463
OG0004906	TRINITY_DN11770_c0_g1_i8.p1	SPU_017843
OG0004907	TRINITY_DN11778_c0_g1_i4.p1	SPU_006347
OG0004908	TRINITY_DN11750_c0_g1_i5.p1	SPU_004004
OG0004909	TRINITY_DN11747_c0_g1_i2.p1	SPU_012600
OG0004910	TRINITY_DN11734_c0_g1_i4.p1	SPU_005641
OG0004911	TRINITY_DN11790_c0_g1_i8.p1	SPU_024644
OG0004912	TRINITY_DN11766_c0_g1_i1.p1	SPU_023959
OG0004913	TRINITY_DN11797_c1_g1_i9.p1	SPU_013692
OG0004914	TRINITY_DN11717_c0_g1_i2.p1	SPU_001224
OG0004915	TRINITY_DN11760_c0_g1_i4.p1	SPU_011603
OG0004916	TRINITY_DN11722_c0_g1_i5.p1	SPU_019158
OG0004917	TRINITY_DN11730_c0_g1_i1.p1	SPU_008348
OG0004918	TRINITY_DN11732_c0_g2_i1.p1	SPU_000138
OG0004919	TRINITY_DN11706_c0_g1_i1.p1	SPU_017055
OG0004920	TRINITY_DN12081_c0_g1_i4.p1	SPU_006110
OG0004921	TRINITY_DN12084_c0_g1_i1.p1	SPU_003134
OG0004922	TRINITY_DN12078_c0_g1_i7.p1	SPU_019101
OG0004923	TRINITY_DN12002_c0_g1_i1.p1	SPU_017691
OG0004924	TRINITY_DN12076_c0_g1_i4.p1	SPU_016250
OG0004925	TRINITY_DN12009_c0_g1_i4.p1	SPU_027552
OG0004926	TRINITY_DN12053_c0_g1_i1.p1	SPU_013872
OG0004927	TRINITY_DN12098_c0_g1_i2.p1	SPU_002464
OG0004928	TRINITY_DN12073_c0_g1_i4.p1	SPU_005931
OG0004929	TRINITY_DN12015_c1_g1_i4.p1	SPU_014552
OG0004930	TRINITY_DN12099_c1_g1_i6.p1	SPU_028555
OG0004931	TRINITY_DN12085_c0_g1_i1.p1	SPU_024555
OG0004932	TRINITY_DN12012_c0_g2_i1.p1	SPU_027271
OG0004933	TRINITY_DN12069_c0_g1_i1.p1	SPU_013752
OG0004934	TRINITY_DN12064_c0_g1_i4.p1	SPU_022186
OG0004935	TRINITY_DN12055_c0_g1_i2.p1	SPU_010359
OG0004936	TRINITY_DN12056_c0_g1_i2.p1	SPU_024657
OG0004937	TRINITY_DN12022_c0_g1_i4.p1	SPU_013320
OG0004938	TRINITY_DN12072_c0_g1_i1.p1	SPU_012918
OG0004939	TRINITY_DN12023_c0_g1_i4.p1	SPU_017619
OG0004940	TRINITY_DN12018_c0_g1_i2.p1	SPU_026928
OG0004941	TRINITY_DN12729_c0_g1_i2.p1	SPU_027693
OG0004942	TRINITY_DN12738_c0_g1_i1.p1	SPU_023034
OG0004943	TRINITY_DN12703_c0_g1_i4.p1	SPU_005193
OG0004944	TRINITY_DN12792_c1_g1_i4.p1	SPU_017406
OG0004945	TRINITY_DN12781_c0_g1_i4.p1	SPU_023752
OG0004946	TRINITY_DN12742_c1_g1_i2.p1	SPU_012090
OG0004947	TRINITY_DN12765_c0_g1_i4.p1	SPU_009434
OG0004948	TRINITY_DN12779_c0_g1_i1.p1	SPU_019637
OG0004949	TRINITY_DN12795_c0_g1_i5.p1	SPU_000074
OG0004950	TRINITY_DN12759_c0_g1_i1.p1	SPU_014282
OG0004951	TRINITY_DN12726_c0_g1_i6.p1	SPU_019858
OG0004952	TRINITY_DN12776_c0_g1_i4.p1	SPU_006163
OG0004953	TRINITY_DN12758_c0_g1_i8.p1	SPU_005204
OG0004954	TRINITY_DN12750_c0_g1_i2.p1	SPU_012505
OG0004955	TRINITY_DN12791_c0_g1_i3.p1	SPU_008521
OG0004956	TRINITY_DN12740_c0_g1_i6.p1	SPU_022845
OG0004957	TRINITY_DN12720_c0_g1_i7.p1	SPU_014362
OG0004958	TRINITY_DN12752_c0_g1_i1.p1	SPU_015804
OG0004959	TRINITY_DN12724_c0_g1_i2.p1	SPU_006031
OG0004960	TRINITY_DN12790_c0_g1_i6.p1	SPU_014967
OG0004961	TRINITY_DN12706_c0_g1_i4.p1	SPU_009300
OG0004962	TRINITY_DN12700_c0_g1_i6.p1	SPU_007252
OG0004963	TRINITY_DN12712_c0_g3_i1.p1	SPU_000912
OG0004964	TRINITY_DN12725_c0_g1_i1.p1	SPU_025276
OG0004965	TRINITY_DN12708_c0_g1_i4.p1	SPU_022201
OG0004966	TRINITY_DN12764_c0_g2_i1.p1	SPU_008930
OG0004967	TRINITY_DN12766_c0_g1_i4.p1	SPU_010200
OG0004968	TRINITY_DN12722_c0_g1_i1.p1	SPU_027359
OG0004969	TRINITY_DN12755_c0_g1_i6.p1	SPU_024557
OG0004970	TRINITY_DN12730_c0_g1_i6.p1	SPU_023488
OG0004971	TRINITY_DN12883_c0_g1_i1.p1	SPU_013510
OG0004972	TRINITY_DN12861_c1_g1_i1.p1	SPU_019387
OG0004973	TRINITY_DN12831_c1_g1_i4.p1	SPU_008698
OG0004974	TRINITY_DN12890_c0_g1_i2.p1	SPU_026726
OG0004975	TRINITY_DN12827_c1_g1_i1.p1	SPU_002225
OG0004976	TRINITY_DN12820_c0_g1_i3.p1	SPU_000722
OG0004977	TRINITY_DN12853_c0_g1_i4.p1	SPU_014923
OG0004978	TRINITY_DN12863_c0_g1_i4.p1	SPU_008062
OG0004979	TRINITY_DN12850_c0_g1_i2.p1	SPU_020719
OG0004980	TRINITY_DN12880_c0_g1_i4.p1	SPU_028430
OG0004981	TRINITY_DN12828_c0_g1_i1.p1	SPU_023700
OG0004982	TRINITY_DN12898_c0_g1_i1.p1	SPU_025501
OG0004983	TRINITY_DN12843_c0_g2_i2.p1	SPU_024256
OG0004984	TRINITY_DN12894_c0_g1_i1.p1	SPU_002885
OG0004985	TRINITY_DN12830_c0_g1_i8.p1	SPU_013171
OG0004986	TRINITY_DN12808_c0_g1_i3.p1	SPU_010073
OG0004987	TRINITY_DN12895_c0_g1_i1.p1	SPU_011130
OG0004988	TRINITY_DN12855_c0_g1_i1.p1	SPU_008877
OG0004989	TRINITY_DN12862_c0_g1_i4.p1	SPU_009357
OG0004990	TRINITY_DN12816_c0_g1_i5.p1	SPU_007413
OG0004991	TRINITY_DN12857_c0_g1_i4.p1	SPU_015415
OG0004992	TRINITY_DN12829_c0_g1_i5.p1	SPU_002193
OG0004993	TRINITY_DN12881_c0_g1_i4.p1	SPU_003711
OG0004994	TRINITY_DN12873_c0_g1_i1.p1	SPU_002443
OG0004995	TRINITY_DN13371_c0_g1_i1.p1	SPU_018203
OG0004996	TRINITY_DN13356_c0_g1_i1.p1	SPU_001293
OG0004997	TRINITY_DN13342_c0_g1_i1.p1	SPU_008461
OG0004998	TRINITY_DN13343_c0_g1_i1.p1	SPU_023012
OG0004999	TRINITY_DN13335_c0_g1_i4.p1	SPU_021314
OG0005000	TRINITY_DN13347_c0_g1_i4.p1	SPU_007220
OG0005001	TRINITY_DN13308_c0_g1_i4.p1	SPU_018890
OG0005002	TRINITY_DN13300_c0_g1_i4.p1	SPU_015683
OG0005003	TRINITY_DN13322_c0_g1_i2.p1	SPU_001939
OG0005004	TRINITY_DN13351_c0_g1_i10.p1	SPU_018306
OG0005005	TRINITY_DN13393_c1_g1_i8.p1	SPU_016166
OG0005006	TRINITY_DN13389_c0_g1_i4.p1	SPU_024269
OG0005007	TRINITY_DN13323_c0_g1_i2.p1	SPU_026539
OG0005008	TRINITY_DN13302_c0_g1_i4.p1	SPU_026953
OG0005009	TRINITY_DN13367_c0_g1_i4.p1	SPU_015275
OG0005010	TRINITY_DN13310_c0_g1_i7.p1	SPU_008527
OG0005011	TRINITY_DN13376_c0_g1_i1.p1	SPU_026053
OG0005012	TRINITY_DN13370_c0_g1_i1.p1	SPU_015472
OG0005013	TRINITY_DN13314_c0_g1_i3.p1	SPU_005871
OG0005014	TRINITY_DN13365_c0_g1_i5.p1	SPU_012072
OG0005015	TRINITY_DN13336_c0_g1_i9.p1	SPU_007307
OG0005016	TRINITY_DN13332_c0_g1_i4.p1	SPU_003438
OG0005017	TRINITY_DN13334_c0_g1_i1.p1	SPU_020265
OG0005018	TRINITY_DN13352_c0_g1_i2.p1	SPU_010992
OG0005019	TRINITY_DN13357_c0_g1_i5.p1	SPU_012746
OG0005020	TRINITY_DN13305_c0_g1_i4.p1	SPU_021444
OG0005021	TRINITY_DN13464_c0_g1_i1.p1	SPU_007821
OG0005022	TRINITY_DN13445_c0_g1_i7.p1	SPU_003536
OG0005023	TRINITY_DN13459_c0_g1_i4.p1	SPU_026731
OG0005024	TRINITY_DN13444_c0_g1_i1.p1	SPU_003390
OG0005025	TRINITY_DN13471_c1_g1_i1.p1	SPU_000758
OG0005026	TRINITY_DN13421_c0_g1_i4.p1	SPU_010906
OG0005027	TRINITY_DN13478_c0_g2_i3.p1	SPU_018123
OG0005028	TRINITY_DN13449_c0_g1_i2.p1	SPU_020275
OG0005029	TRINITY_DN13473_c0_g1_i4.p1	SPU_012125
OG0005030	TRINITY_DN13472_c0_g1_i1.p1	SPU_009850
OG0005031	TRINITY_DN13411_c0_g1_i6.p1	SPU_011753
OG0005032	TRINITY_DN13477_c0_g1_i5.p1	SPU_000742
OG0005033	TRINITY_DN13439_c0_g1_i1.p1	SPU_025423
OG0005034	TRINITY_DN13462_c0_g1_i2.p1	SPU_011186
OG0005035	TRINITY_DN13452_c1_g1_i1.p1	SPU_015666
OG0005036	TRINITY_DN13447_c2_g1_i6.p1	SPU_026497
OG0005037	TRINITY_DN13454_c0_g1_i1.p1	SPU_023836
OG0005038	TRINITY_DN13441_c0_g1_i4.p1	SPU_018782
OG0005039	TRINITY_DN13404_c0_g1_i2.p1	SPU_021280
OG0005040	TRINITY_DN13451_c0_g1_i15.p1	SPU_016069
OG0005041	TRINITY_DN14224_c0_g1_i4.p1	SPU_002211
OG0005042	TRINITY_DN14224_c0_g2_i1.p1	SPU_024138
OG0005043	TRINITY_DN14222_c0_g1_i3.p1	SPU_025357
OG0005044	TRINITY_DN14217_c0_g1_i1.p1	SPU_000632
OG0005045	TRINITY_DN14245_c0_g1_i3.p1	SPU_003345
OG0005046	TRINITY_DN14200_c0_g1_i1.p1	SPU_017820
OG0005047	TRINITY_DN14265_c0_g1_i4.p1	SPU_017441
OG0005048	TRINITY_DN14243_c0_g1_i5.p1	SPU_016957
OG0005049	TRINITY_DN14225_c0_g1_i3.p1	SPU_002380
OG0005050	TRINITY_DN14258_c0_g1_i9.p1	SPU_010293
OG0005051	TRINITY_DN14266_c0_g1_i4.p1	SPU_011049
OG0005052	TRINITY_DN14272_c0_g2_i10.p1	SPU_019040
OG0005053	TRINITY_DN14272_c0_g3_i1.p1	SPU_000518
OG0005054	TRINITY_DN14207_c0_g1_i1.p1	SPU_015380
OG0005055	TRINITY_DN14212_c0_g1_i4.p1	SPU_023315
OG0005056	TRINITY_DN14298_c0_g1_i4.p1	SPU_000760
OG0005057	TRINITY_DN14201_c0_g1_i8.p1	SPU_018438
OG0005058	TRINITY_DN14219_c0_g1_i6.p1	SPU_010873
OG0005059	TRINITY_DN14257_c0_g1_i7.p1	SPU_020459
OG0005060	TRINITY_DN14252_c0_g1_i4.p1	SPU_010280
OG0005061	TRINITY_DN14423_c0_g1_i7.p1	SPU_016465
OG0005062	TRINITY_DN14434_c0_g1_i2.p1	SPU_025669
OG0005063	TRINITY_DN14430_c0_g1_i1.p1	SPU_028827
OG0005064	TRINITY_DN14439_c0_g1_i1.p1	SPU_013738
OG0005065	TRINITY_DN14409_c0_g1_i4.p1	SPU_021638
OG0005066	TRINITY_DN14433_c0_g1_i1.p1	SPU_024964
OG0005067	TRINITY_DN14475_c0_g1_i1.p1	SPU_013194
OG0005068	TRINITY_DN14495_c0_g1_i6.p1	SPU_017976
OG0005069	TRINITY_DN14460_c0_g1_i4.p1	SPU_021778
